0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175
-0.14312670767277982,0.22672825347556516,0,0,-0.3680144721080654,0.3901347551429037,-2.3124037760702585,0.8962359483621023,-3.7638578509093987,0.925980391538523,0.7244103757881033,1.571474631933685,-4.830999132893355,7.490471490811089,0,-2.1468534583275436,2.1808100796309287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.6428115290303326,0.8231022748948278,-0.49372478015384474,0.527008655317527,-0.5603531965378802,-9.50635343101306,7.623738051028405,-6.06134143185923,8.64386314121442,0.6584433290065534,0,0,-10.975994025264935,10.853185448923325,0.3329899037919036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.17888327974362897,0.24641944338377536,0,0,-1.9751506743932312,1.251202445367971,0.5244398335322027,0.3671947201372933,-18.054929563487356,18.578005405147806,0,0,-3.1030611005713173,-5.980806588120281,6.549129296534234,1.1785253514335694,-9.220991075232035,6.131519022936596,4.988370700521592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09788787978505598,-0.10352344363149263,0.28582546568329625,-1.4250452980910608,1.5358462073114734,0,0,-1.52240410593204,-0.7106253874486972,2.3498580745472215,0,-4.474498526451804,2.5234547761640145,-1.9597688122428094,-2.5573318721772633,3.286519766708823,-3.6074398928636553,7.287235420635846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.0642397608732319,-0.5128605394727151,0.6480989902906563,-1.752452039290993,0.33034148850524514,1.5965151523039969,-2.3645458619854494,2.451994647954362,-10.783916399438048,5.004901316236932,5.098598006197593,1.1521655020862038,-4.3999278453763715,4.483967340693406,-6.1139111759578,3.8354443302017422,2.415993700747702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1821963596933386,0.23807727309302673,0,-0.707342417738874,-0.27475294926017013,-2.7480102259180015,-3.4591780089654742,6.501784700000789,0.4123260887293664,-2.394177227741542,3.399026706391487,-1.6694232948820753,1.7064159344187844,-4.9745799734246,5.067227177417382,0,-2.2641839200892795,2.2993558092203337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.011862952828341398,-0.8174340028832794,1.0147166499601057,-0.2966381002129845,0.3223397553767574,0,-2.2598013103078953,2.3487739920741753,-3.704270512356576,-1.3984134919879667,5.345931236461228,-2.1500474575305377,-6.326395219409045,8.696821628575135,-3.65939243435846,3.723976255667358,0,-8.905121148003403,9.031718718745449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.5984410270929723,0.6467049056954388,-4.070554949482915,1.5849119084254486,1.7688157366590833,-2.894026347246501,4.045619159109667,0,-13.216638113038112,11.456494109479735,-1.2638491718950635,1.2795184818438394,1.6004845088059312,0.5968572942849196,-16.581153779330144,16.817824042121394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.4518633129258476,-0.2940089611262799,-1.2494028642831012,-1.4402235015615592,0.47217326095917445,-0.3015401851466111,-0.8526812210193668,4.868971998860431,0,0,-5.061704587101753,5.161519933965741,-5.0647763999823905,5.153157674076607,-9.449154927203976,8.506452495610525,1.1027818589028067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.02126316010365542,0.06157052426500919,-0.4164556459861942,-0.9004094412864705,0.7280504603941067,-2.4474012097255082,-3.140412908347124,4.102713636717922,2.773684894089153,-0.5012292633770479,-3.384110623640347,-9.045648427863908,7.6771167055478,5.7635742734226145,-11.4125611511429,11.609750127053726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
