0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175
0,-0.24520646143170957,0.30205915238700654,0,-2.1224343728832404,2.234497219488854,-2.895950631942491,-6.465492958695883,7.498690203237105,2.3529049504768014,0,-2.9587922927133974,0.5399007888187737,2.5292940245373194,-6.9928474039617665,7.115173650585476,-5.321097047746344,0.10167212404075077,5.377970309533708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.32026980084127393,0.3762595863505632,-0.4174054780349627,0.4468122170447293,0,-0.6158982972613847,-3.93391275757714,-0.5944230901642878,-1.796886190249524,7.478375699712462,0,0,0,0,-5.390829042068714,2.361338399214937,3.165893499633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.025143719554863386,-0.3184832889877131,-0.19933597007792653,0.6635193497849908,0,-2.3302510934133425,2.429499029104731,0,-0.6801154534253895,-11.063876868036779,12.083416000892376,-4.542524529597887,4.640854513601041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.06545174905957635,0.1063729778996914,-0.5307485697062995,0.5798816588393887,-1.475380498265841,0.7433132930400603,0.8629813407178839,-2.5755444729388315,2.484029783604909,-4.813822903570415,5.142485834116223,0,-6.38412466585204,6.15868078057753,0.36021039773514707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.15742187071835767,0.20900198017936525,-0.4076174741345177,0.4340778298796273,-6.606380758529422,6.907601231139284,0,-5.889913128194019,5.355972119863251,-10.147539788169423,11.147664308682003,0,0,0,-2.0341194772804148,-4.897444523039051,7.070630277856823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.056686616074732445,0.09413450421814935,0,0,-0.5563795789268734,-0.6846077774514606,0.5734521870281846,-2.0181687766406826,2.8985303335139556,-1.1229096224576012,-7.737699997791905,8.58663552703739,0.5196733516462074,0,0,0,-0.16388708876466365,-5.688258457610475,5.939045919622549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0013186813186813141,-1.4545359026007139,1.1766837183807393,-1.716455778235368,1.2683871504375728,-0.6489427818295226,-1.1497417410353752,2.7028980179819673,-0.361700174909568,0.7136772018138344,0,-1.3604031013521554,1.3875750289013478,-6.302153774145851,4.755562342179612,1.6805991634986146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.46875595277594045,-0.559171120494678,1.2127302321776134,0,-2.45472690754142,0.40631814344614625,-3.802022141468755,6.011983686293187,-5.767550769512316,6.1672746163468135,0,0,0,0,0,0,-2.040885836960985,2.07016449916011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.4144598950953506,0.4906568360564851,0,-4.293597345315044,4.234322594011026,0.3246065049852788,-7.061607236836602,7.3064025512683894,-10.367651157614374,10.648541795903114,0,-3.3461579780874096,-0.15004228695856758,3.6307369807061476,-4.167467300101375,-3.8407827470148943,8.202146961885504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0,-0.5077543382080097,-0.712883755036453,-1.6304490813119277,-0.40926646698210245,3.318792081055715,-0.2749202765297217,-10.148370847928607,11.072202415674298,-3.6697354121767614,-0.735553042845507,4.291723829022586,0.2919653248410011,0,-3.3614805085969524,3.413104093672543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0967535629495751,0.1268250458878394,0,0,-0.3036735628880527,-2.6618459297955694,3.043044201628834,0.07070124120302101,-9.365719509897072,2.8165406144426113,-0.5108184423634867,3.768259980186181,1.5508684831630712,2.5292940245373194,-3.3755070536219622,2.3330306827148037,1.1205506639075054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.10290152420261961,0.09268094116596379,-1.1811636020869118,0.9260644391249089,0.4468122170447293,-0.34935252561387536,-0.14346983714249195,-1.3418838235616977,-1.0978511476794992,-3.1086605134283025,6.0927208641356,0.3189370036734406,0,0,0,-0.5301029080590237,-1.5232986571125926,0.23057795212114396,1.8884674257522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0,0,0,-0.7109382448946725,-0.040135309729158186,-0.6135826917504703,1.4736906882608884,-0.69615794667466,-1.912294067776083,2.289718441622027,-5.763645296950749,3.0686189481688504,3.290548463497099,-6.844583297113294,6.957958977412681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.06545174905957635,-0.09708160940351997,-0.2997214929852574,0.5798816588393887,-2.399075429533098,-1.6671956124601988,4.41279085661983,-3.853823181943487,3.8786089377311215,-4.252893581336393,-0.08182574721822444,3.606711603874766,-3.3191466024640626,2.342215015684515,2.199133706717364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.30422926938112466,0.36392951195505696,-0.7189736072202862,-2.04893958176316,2.99292612975565,-4.3831869419513945,-0.0752238702248671,4.791227510632395,-0.2529675168271702,-8.629477413550068,9.113651177314145,-0.44210108963133116,0.45121430771588306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0017582417582417582,-1.5621816728427729,1.7197830314038096,-3.6300659415367655,0.24753485236277228,3.7733639826813143,-0.7820504875502614,0.7171802267471282,-1.693420551789764,1.6599913257553587,-5.518331856370859,5.8201869272345474,0,0,-6.794753971931214,-0.25116347122797666,7.26889618784561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03849660125521396,-0.24775194447762783,0.34236030298137105,-1.1860209436099707,1.283023157956779,0,0,0,-8.20787707434999,-4.232093055418764,8.776861990107923,4.337170458399157,-2.633457720101122,-1.1673477999097464,3.929593773720525,0,0,-0.6717890251446218,0.6814693396701362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,-0.6016818686157684,0.648549624866417,-0.03206129654568127,-1.9549391989869602,1.9086438357354134,0.19642294452049658,-0.7310728192326202,-2.534003473906489,-3.1363003758659853,6.670009443767535,0,0,0,-0.34364470857012686,0.3493189890799084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.03930290134979151,-0.32186005336169227,0.40710910307954884,0,-1.3347563945567191,0.4159807128889266,1.0194258547986086,-0.43192243119800144,-16.36480566448536,7.933840713933806,6.563824736409328,3.0673278451241908,0,0,-1.6736893118274703,1.7010350291962095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.3516694610533429,0.40534650072322354,0.0339606199566317,0,-4.1746564756160485,4.349402300687398,-0.7087674092535671,0.5101300026022002,-4.196658200938218,-3.8901104012175125,8.478574690922866,-3.906301589087389,-0.3647607140464748,4.60415916579447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.810427208580758,0.7474268964264612,-1.682800480166891,1.9434696014889656,-3.353953872163423,3.17614552492386,-0.08276357616162228,-0.2235930092975748,0.64804484048073,0,-7.129996797131822,7.272558591282135,0,-13.959135574281259,14.185577862581852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.009181929181929172,0,0,0,-1.2060214346760798,-1.1580416616109266,1.9175665403213356,0.35503639548820787,0.2676400611475906,-4.230522566837696,-9.706000260828194,14.127889721429465,0.23018778383136082,0,-0.30373465751839274,-5.5003123529628795,5.896633218375238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.16102810811056276,-0.3301478445259518,0.5286342373810835,-4.94045108268987,4.838925987957695,-2.154852158212633,-2.554721810081318,4.769621127394021,0.4500887674606369,0,-6.4977418576104755,6.614062358649122,-1.9770461356113753,0.28579714708524606,1.269011145268013,0.4876463360810219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.817669579242722,-0.8082997680584779,1.9575058059332773,-1.475380498265841,-1.3986646243625749,3.1033947872438996,0,0,0,-1.0549391819330853,-7.5006767075278855,5.532059819321251,3.2923561985710377,-8.552263610030854,0.13095975603337084,0.6327434460164181,8.202146961885504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,-0.4243172484270253,0.028949248886690163,-1.1222542130320203,-1.3833598215040028,0.8257991204697093,-0.6550739837975996,-12.606899900175069,16.320219767813676,-5.158592104621675,5.290618907365657,-0.41592513676991233,-4.43135128863247,4.950198965457888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,-0.30422926938112466,0.36392951195505696,0,0,-1.4509962404605183,1.5196053149323336,-6.7104317880959545,0.07255376659212276,6.740536794086381,-9.168222323417902,9.715807822407738,-9.688122242233096,8.946443217694068,-1.0176139617324864,2.0154430017683755,-5.845006670010098,5.936159526461479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1152985413498159,-0.13157275126562748,0.34397389721361377,-0.5497347725202069,0.5016955675967653,0.09095180187741488,-7.152975571733656,7.418708793234145,0,-9.972828551313127,9.732411238287773,0.5179740826810462,-2.735564073899367,2.791168497328311,0,-4.86072613400969,4.941300506933611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.0983264756836018,0.3508886819772821,0.6468405679449805,-0.6182082143942346,0.9608857392451754,-4.528235253436921,0.1496617272183105,4.514250457461643,0.15241890216834705,0,-8.628799331053317,8.81011425477375,-0.38962574130798483,0.3965294856367476,-0.8242824029601586,0.8367267400371416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.001723700685211017,0.0027992911880459458,0,0,-0.8519005712173112,0.902326331065928,0,-7.698927724522509,5.543855342355759,1.789473190803465,0.7242074551924296,-3.40303520843133,-5.696655955595987,9.358886530524073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
